Link,Approx Cost,Origin Country,Sale Country,Manufacturer,Brand,Model Year,Body Type,Additional Type,Weight,Gear box,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),Performance 0-100 kph (sec),Top speed (kph),Overview
https://www.drivearabia.com/carprices/uae/acura/acura-mdx/2015/,Not Sold Here,United States,uae,Acura,MDX,2015,Luxury Midsize SUV,5-door wagon,1985,6A,290,355,9.3,10.8,7.6,209,"Acura made its debut in the Middle East market in 2015. Currently it is only being sold in Kuwait. The Acura MDX is their luxury midsize SUV offering. Under the hood, the all-wheel drive model has a 3.5-litre V6 engine, mated to a 6-speed automatic transmission. Standard features in the MDX include power steering, power windows, electric mirrors, LED headlights, daytime running lights, roof rack, sunroof, engine start-stop button, cruise control, front power seats with lumbar support, 3 rows for 7 seaters, 3-zone automatic A/C, leather interior, premium audio system with 12 speakers, DVD player with Dolby Pro Logic II (PL2)/MP3/WMA/USB/AUX support & 100 GD hard-disk, handsfree telephone with voice recognition, front & rear smart keyless entry, front heated & ventilated seats, front & rear parking sensors and real wood dashboard. The higher model gets adaptive cruise control, premium MILANO leather and bird's eye view camera. Standard safety features on the MDX include front, side curtain and knee airbags, ABS, electronic brakeforce distribution (EBD), vehicle stability assist (VSA), traction control, hill-start assist and trailer stability assist. The higher model gets additional blind spot information, crash mitigation brake system & forward collision warning system.  "
https://www.drivearabia.com/carprices/uae/ferrari/ferrari-f12-berlinetta/2017/,"AED 899,600 - 968,800",Italy,uae,Ferrari,F12 Berlinetta,2017,Luxury Sports Coupe,2-door coupe,1525,7AM,740,690,15.7,6.4,3.1,340,"Previously speculated to be named the 620 GT, the replacement for the 599 has actually been named the Ferrari F12 Berlinetta, which is their most powerful road-going car at the time of release. The F12 is powered by a 6.3-litre V12. It only comes with an ""F1""³ dual-clutch 7-speed automatic gearbox, in keeping with their official promise to eliminate the traditional manual gearbox forever, one model at a time. Other features include carbon-ceramic brakes, updated magnetorheological suspension control system, and numerous jumbled electronic aids, including E-Diff, ESP Premium, F1-Trac, and high-performance ABS. "
https://www.drivearabia.com/carprices/uae/mg/mg-zs/2022/,"AED 47,250 - 48,000 (1.5 Standard)",China,uae,MG,ZS,2022,Sub-Compact SUV,5-door wagon,1258,CVT,118,150,7.1,14.1,12.8,170,"The MG ZS is a small 5-seater crossover. In 2020, it got a slight facelift, a new transmission and new engine option added to the lineup. Powered by a 1.5-litre 4-cylinder mated to a CVT, it has no sporting or offroad pretensions, but it does aim to appear the ""premium"" choice within its category. In 2020, the MG ZS got a new engine in the lineup - a 1.3-litre turbocharged 4-cylinder unit. The ZS rides on a front-wheel-drive platform with independent front and torsion-beam rear suspension. There are three trim choices, with the base one getting 16-inch wheels, fabric seats, manual a/c, split-folding rear seat, Bluetooth and a 4-speaker stereo with 1 USB port. The mid-range model adds LED running lights, front fog lamps, faux leather, roof rails, cruise control, additional USB port, 8-inch touchscreen with Apple Carplay and 6 speakers, steering wheel buttons, parking sensors and more. The top model only adds 17-inch alloys and a rear camera. All versions of the 2022 MG ZS get ABS with EBD, ESP, tyre-pressure monitor, ISOFIX latches and seat-belts with pretensioners. The base model gets front airbags, while the rest also get side airbags. "
https://www.drivearabia.com/carprices/uae/cadillac/cadillac-cts-coupe/2013/,"AED 36,100 - 40,100 (CTS coupe)",United States,uae,Cadillac,CTS Coupe,2013,Luxury Midsize Coupe,2-door coupe,1768 - 1860,6A,304,370,11.1-12.0,9,6.3,249,"A 2-door coupe joins the Cadillac CTS range in October 2010 as a 2011 model. Alongside the mainstay 3.6-litre direct-injection V6 base model is a supercharged 6.2-litre V8-powered CTS-V. The V6 engine only comes with a 6-speed automatic transmission, while the CTS-V can be had with a 6-speed manual or automatic. All the cars are rear-wheel-drive. The exterior is characterised by a large chrome-trimmed grille, vertical-shaped headlights and vertical taillights with LED lighting. Inside, the interior is luxurious enough and has standard or optional technological features including DVD-based navigation with telescoping touch-screen, Bose 5.1 Cabin Surround audio system, front and side-curtain airbags, leather trim, adaptive HID headlights, an Easy Key system with Smart Remote Start, 17-inch to 19-inch alloy wheels, Bluetooth, optional limited-slip diff and an optional panoramic sunroof. For maximum comfort, heated and ventilated seats is fitted with new ""thin-seat"" technology and rear-seat leg, knee and foot room has been enhanced. The CTS-V gets extra bodywork, better brakes, stiffer suspension and Recaro sports seats alongside the Corvette-derived supercharged V8. "
https://www.drivearabia.com/carprices/uae/infiniti/infiniti-m/2011/,"AED 34,100 - 44,300",Japan,uae,Infiniti,M,2011,Luxury Midsize Sedan,4-door sedan,1753 - 1831,7A,328,363,10.7,9.3,5.8,225*,"The Infiniti M is completely new compared to the outgoing model, with new engines, tech and style to boot. Available in M37 guise with a 3.7-litre V6 or in M56 guise with a 5.6-litre V8, all the rear-wheel-drive cars feature a 7-speed automatic, with optional paddle shifters. There are three versions of the M37 available, namely Excellence, Luxury and Sport; and two of the M56, called Luxury and Sport. Available features, depending on trim level, include ""˜Infiniti Drive' which has four different settings for the throttle delivery and power mapping; Bose Surround Sound CD/MP3 stereo with iPod connectivity, DVD navigation, 9.3GB hard drive and speakers even in the front seats; rear-wheel active steering with Sport models; adaptive cruise control, turning HID headlights, 18-inch or 20-inch wheels, rear camera with front and rear parking sensors, Bluetooth phone, intelligent keyless entry and start, power-adjustable ventilated front seats, dual-zone automatic a/c with optional 'forest air' setting, leather upholstery with choice of wood trim, full power accessories and more. Sport models get aluminium pedals and magnesium paddle shifters. Safety features include front airbags, side and curtain airbags, pre-crash automatic braking, lane departure warning, lane departure prevention, intelligent brake assist, blind-spot monitoring, tyre pressure monitor, and seat-belts that become tighter on hard braking. "
https://www.drivearabia.com/carprices/uae/mercedes-benz/mercedes-benz-e-63-amg/2009/,"AED 61,200 - 62,700",Germany,uae,Mercedes-Benz,E 63 AMG,2009,Luxury Midsize Sedan,4-door sedan,1860,7A,514,630,13.8-13.9,7.2,4.5-4.6,250*,"The Mercedes-Benz E 63 AMG was new for 2007, replacing the E 55 AMG. It has the 6.2-litre naturally-aspirated V8 engine, mated to a 7-speed automatic transmission. It was one of the fastest production sedans at the time. Standard options include an AMG-tuned suspension, bi-xenon headlamps with Active Light System and cornering light function, COMAND control and display system for radio and navigation, Distronic proximity control, leather seats, headlamp cleaning system, keyless start, parking sensors, four-zone automatic climate control and a tyre pressure-loss warning system.  "
https://www.drivearabia.com/carprices/uae/ford/ford-mustang/2015/,"AED 49,200 - 49,600 (3.7L manual)",United States,uae,Ford,Mustang,2015,Premium Sports Coupe,2-door coupe,1600 - 1691,6M/6A,300,379,8.8-9.0,11.4,5.3-5.6,181*,"A new generation Ford Mustang was introduced in 2015. Two engines have carried over to the new model, the 3.7-litre V6 and 5.0-litre V8, while there is a new turbocharged 2.3-litre 4-cylinder motor in the line-up. All engines can be had with either a 6-speed manual transmission or a 6-speed automatic transmission. The interior has been significantly improved as well with higher quality materials and upgraded MyFord infotainment system. For the first time, Ford has introduced independent rear suspension for this generation Mustang, which helps improve handling. Standard features include power windows, power steering, electric mirrors, keyless entry, central locking, manual A/C, fabric seats, paddle shifters and alloy rims. The higher models get navigation, rear-view camera, leather seats, more speakers, engine push-start and automatic A/C. Safety standards include driver and passenger airbags, electronic stability control, ABS brakes and traction control. "
https://www.drivearabia.com/carprices/uae/ssangyong/ssangyong-kyron/2008/,"AED 10,600 - 12,000",South Korea,uae,Ssangyong,Kyron,2008,Compact SUV,5-door wagon,1971 - 2046,5M/4A,150,214,11.7-12.6,8.5,15.5-16.5,160,"The Kyron is this Korean carmaker's entry into the hotly-contested traditional soft-roader category, only they do it with a real 4WD using truck underpinnings and low-range gearing. Two adults will have no trouble fitting in either front or second row. Behind them is plenty of room for their luggage too. The bench seat also folds down nearly flat to accommodate big, awkward loads like bicycles. The weak part is the 2.3-litre four-cylinder engine. The engine is mated to a five-speed manual or a four-speed automatic, and power reaches the road through a four-wheel-drive system that even includes low-range gearing. The drive system offers a choice of two-wheel drive, four-wheel high, or four-wheel low. The suspension utilizes double wishbones at the front and a multilink design at the rear. Available electronic aids include ABS, hill descent control, traction control, and brake assist. Available features include cloth or leather upholstery, alloy wheels, CD player, keyless entry, power windows, cruise control and more. Safety features include dual front airbags with optional side airbags. "
https://www.drivearabia.com/carprices/uae/toyota/toyota-fortuner/2010/,"AED 23,700 - 37,500",Indonesia,uae,Toyota,Fortuner,2010,Midsize SUV,5-door wagon,1735 - 1845,5M/4A,158,241,11.9-12.4,8.4,11.3-12.2,170-180,"The Fortuner, Toyota's cheapest SUV, has received a minor facelift, giving it a new face and other minor detail updates. The Fortuner is the product of Toyota's International Multi-Purpose Project family, which also includes the new Hilux pick-up and the Innova. These three vehicles all share the new platform and are built in Indonesia, so any thought about this Toyota being purely Japanese is an allusion. Although this 4WD is based on a pickup, its styling is very softly finished, with none of its truck-like toughness showing. It has true off-road ability, thanks to four-wheel-drive with low-range gearing. It also has space for five, or optionally seven, and its value-packed price has attracted families rather than desert junkies. The Fortuner is available here with a 2.7-litre 4-cylinder as well as two 4.0-litre V6 engines, one with manual and a higher-torque one with the automatic. The Fortuner sits high up from the ground, so it can be a bit of a climb for the kind of people who are expected to buy it. It has space for five adults and two kids. Features include power windows, dual front airbags, keyless entry and fabric upholstery. Higher trim levels get fake wood, cruise control, chrome body trimmings, navigation, 17-inch alloy wheels, rear diff lock, ABS, multi-information display, and a CD stereo with changer and AUX input as well as Bluetooth. "
https://www.drivearabia.com/carprices/uae/peugeot/peugeot-301/2020/,"AED 43,400 - 43,500 (Allure)",Spain,uae,Peugeot,301,2020,Sub-Compact Sedan,4-door sedan,1090,5M/4A,115,150,6.5,15.4,9.4,188,"The Peugeot 301 is the French manufacturer's answer for the budget sub-compact segment. It got a facelift in 2018. It's offered with a 4-cylinder 1.6-litre petrol engine, mated to a 4-speed automatic gearbox. While claiming class-leading cabin and boot space, the Spanish-built saloon offers several convenience and safety features, depending on trim level, including a CD/MP3 stereo, USB/AUX ports, Bluetooth, cloth upholstery, manual or electric mirrors, power windows, manual or single-zone automatic a/c, rear parking sensors, one or two airbags, ABS with emergency brake-assist system, fog lamps and either 15-inch steel or 16-inch alloy wheels. "
https://www.drivearabia.com/carprices/uae/mini/mini-clubman/2013/,"AED 63,000 - 76,100",United Kingdom,uae,Mini,Clubman,2013,Sub-Compact Hatchback,3-door hatchback,"1220 - 
    1305",6M/6A,122,160,5.5-6.6,18.2,9.8-10.9,191-203,"The Clubman is an extension of the Mini ethos, to provide more cabin space while maintaining its excellent handling. It remains one of the smallest cars on the road and and it still seats four. But conventional design standards, it has to be called a three-door, but with two front doors, one half-door on the right side, and two barnyard doors to access the cargo compartment, it offers the weirdest definition of a five-door hatchback. The back seats remain tight, but it can carry more cargo. Engineered by BMW, the Mini was been given a major overhaul in styling, and the new-for-2008 Clubman follows a similar look. Models include the Cooper and the turbocharged Cooper S. The Cooper got an upgraded 1.6-litre four-cylinder engine for 2010, while the S adds a turbocharger. Gearbox choices include a manual and an automatic. Standard features include power windows and mirrors, along with a number of airbags. A Sport package offers stability control, bonnet stripes, 17-inch alloys and xenon headlamps. "
https://www.drivearabia.com/carprices/uae/skoda/skoda-fabia/2022/,"AED 48,000 - 50,000",Czech Republic,uae,Skoda,Fabia,2022,Sub-Compact Hatchback,5-door hatchback,1136,7AM,109,200,4.5,22.2,9.8,199, 
https://www.drivearabia.com/carprices/uae/mercedes-benz/mercedes-benz-glc-63-amg/2020/,"AED 328,000 - 3,485,000",Germany,uae,Mercedes-Benz,GLC 63 AMG,2020,Premium Compact SUV,5-door wagon,2000 - 2050,9A,503,700,10.7,9.3,4.0,250*,"Mercedes-Benz GLC replaced the GLK. It gets a whole new exterior design. The interior gets a wide centre console and a screen sticking out on top of the A/C vents. It is said to be more spacious than the GLK, thanks to the 11.8 cm longer wheelbase. It is also 80 kg lighter than the GLK, thanks to a mix of different materials used to make the body which includes aluminium and high-strength steels. Under the hood, the GLC 63 AMG gets a twin-turbocharged 4.0-litre V8 engine mated to the 4Matic all-wheel-drive system. Power is delivered via a 9-speed automatic transmission. Only the more powerful GLC 63 AMG S version is sold in the GCC. In 2020, the GLC 63 AMG got a slight facelift. Features include AMG alloys, sporty bumpers, power windows, electric mirrors, multimedia screen, navigation, CD/MP3 stereo, USB port, Bluetooth, cruise control, keyless entry and other features. Standard safety features include front airbags, side-curtain airbags, radar-based collision-prevention assist, attention assist, stability control and ABS. Other available features include LED xenon headlights, active parking assist, rear camera, hill-start assist and a interior ambient-lighting pack. Additional safety options include adaptive cruise control, adaptive highbeam assist, speed-limit sign assist, blind-spot assist and lane-keeping assist. "
https://www.drivearabia.com/carprices/uae/jaguar/jaguar-f-type/2014/,"AED 103,800 - 107,800 (3.0 V6)",United Kingdom,uae,Jaguar,F-Type,2014,Premium Sports Convertible,2-door convertible,1597 - 1665,8A,335,450,9.0,11.1,5.3,260,"The Jaguar F-Type is a two-seater convertible based on a shortened XK platform. It comes with two supercharged engine choices, one a 3.0-litre V6 and the other a 5.0-litre V8. The V6 has two variants with the higher model, known as the S, getting more power. The V8 only comes in S form. It gets adaptive dampers and adjustable suspension settings, several aluminium body bits, rear-wheel-drive and a unique 8-speed automatic with paddle-shifters. The roof is said to close or open in 12 seconds. Standard options include engine start/stop function, bi-xenon headlamps, power windows, LED daytime running lights, 8 or 10-speaker entertainment system, USB port, Bluetooth phone and streaming, several airbags and a retractable rear wing spoiler. Further available features include optional sports seats, dual-zone a/c, customisable colours for cabin trim, power-adjustable seats and steering, cruise control and more. "
https://www.drivearabia.com/carprices/uae/toyota/toyota-land-cruiser/2021/,"AED 215,900 - 216,000 (4.0L EXR)",Japan,uae,Toyota,Land Cruiser,2021,Premium Large SUV,5-door wagon,2415 - 2650,5M/5A,271,385,12.9-13.4,7.8,10.0-11.0,200*,"The Toyota Land Cruiser continues to be a strong performer in the GCC market, even though it has remained mechanically unchanged for the past decade. Under the hood, engine choices in the 2021 Toyota Land Cruiser include a 4.0-litre ""Dual VVT-i"" V6 with either a 5-speed manual or a 5-speed automatic transmission, a 4.6-litre ""Dual VVT-i"" V8 with a 6-speed auto, and a 5.7-litre version with an 8-speed automatic. In 2017, Saudi Arabia started offering a 4.5-litre V8 turbo-diesel model as well. The 2021 Toyota Land Cruiser can transport as many as eight or nine passengers with its variable seating configurations. In the UAE, there are three trim levels, namely EXR, GXR and VXR. The KSA market has GX, GXR and VXR trims, with further variants within them. Available features include power windows and mirrors, cruise control, sunroof, 18-inch alloys on lower models, standard smart keyless entry with start/stop button, standard parking sensors with optional dealer-installed rear camera, multi-information display, optional cooler box, three rows of seats, optional four-zone climate control, optional dealer-installed leather, standard CD/MP3 stereo with CD changer, optional rear DVD screens, and Bluetooth among other items. Further available features include bi-xenon headlights with integrated LEDs, a front chin spoiler and extra chrome trim on some GXR and all VXR models, with 20-inch wheels and more on V8 models. Higher models get navigation, crawl control with tight-turn assist, factory leather, adaptive cruise, four-camera view and a multi-terrain selection system.  In some GCC countries a special edition VXS model was available from 2017, which had a JBL audio system, wireless charging, rear entertainment system with wireless headphones, and diamond stitched leather seats. Dual front airbags and ABS are standard, with side-curtain airbags available on all but the most basic models, while knee airbags and stability control with hill-assist are available on 2021 Toyota Land Cruider V8 models only. "
https://www.drivearabia.com/carprices/uae/hyundai/hyundai-tucson/2021/,"AED 80,640 - 81,000 (Smart 2.0)",Czech Republic,uae,Hyundai,Tucson,2021,Compact SUV,5-door wagon,1456 - 1598,6A,130,161,7.5,13.3,12.1,170,"An all-new Hyundai Tucson debuted in 2016 and received a facelift in 2019. It got upgrades inside and out, including a new cascading grille, new center stack design, more advanced safety features and available Qi wireless charging. Standard features on the 2020 Hyundai Tucson include standard projector headlights, LED tail lamps, shark-fin antenna and wheels upto 19-inch in size. The 2020 Hyundai Tucson is powered by a 2.0-litre 4-cylinder with front-wheel-drive or all-wheel-drive, and a 2.4-litre 4-cylinder with all-wheel-drive. Both engines are mated to a 6-speed automatic. The base 2.0-litre FWD model comes with power windows, electric mirrors with indicators, keyless entry, cloth seats, fog lamps, USB port, Bluetooth, manual a/c, rear spoiler, roof rails, ABS and more. Things get better in the higher trim levels, with the top 2.4-litre 4WD model additionally outfitted with dual-zone automatic a/c, panoramic glass roof, cruise control, smart key with starter button, leather upholstery, power driver-side seat, front and rear sensors and camera, chrome door handles, electric folding mirrors, and improved safety features such as ABS with stability control, active headrests and two front airbags and side airbags. Other optional safety features on the 2020 Hyundai Tucson include Smart Parking Assist, Autonomous Emergency Braking, Lane Keeping Assist System, Rear Traffic Cross Alert, Blind Spot Detection, Speed Limit Information Function and Active Bonnet System which will automatically raise the hood to cushion the impact shock in case of a frontal collision. "
https://www.drivearabia.com/carprices/uae/honda/honda-hr-v/2019/,"AED 49,100 - 63,300",Thailand,uae,Honda,HR-V,2019,Sub-Compact SUV,5-door wagon,1261 - 1298,CVT,139,172,6.5,15.4,10.1,190, 
https://www.drivearabia.com/carprices/uae/skoda/skoda-superb/2018/,"AED 94,000 - 99,000 (1.5T)",Czech Republic,uae,Skoda,Superb,2018,Premium Midsize Liftback / Wagon,4-door sedan,1470 - 1535,7AM,150,250,6.4,15.6,9.2,219, 
https://www.drivearabia.com/carprices/uae/renault/renault-megane-rs/2021/,"AED 119,000 - 136,000",France,uae,Renault,Megane RS,2021,Compact Hatchback,5-door hatchback,1430,6AM,280,390,7.0,14.3,5.8,250,"Equipped with a turbocharged 1.8-litre 4-cylinder engine, the Renault Megane RS is the brand's top performance model sold in the region. Channeling that power is a 6-speed dual-clutch transmission. It comes with launch control. As for now, the manual transmission version is not available. The suspension sits 5 mm lower than the GT and sits on a stiffer suspension set up. The handling is further improved with the four-wheel steering. The exhaust system also puts out a decent soundtrack which adds to the fun factor. The exterior gets additional 60 mm wings, front splitter, functional rear diffuser, and full LED headlamps.For the interior, optional features include seats upholstered in Alcantara, along with Alcantara steering wheel, exclusive black headliner and red stitching. The centre console feature Renault’s R-Link multimedia system with the big screen. Optionally it gets Bose surround sound system with a sub-woofer. Rear camera, front and rear sensors are standard.Safety features include front and curtain airbags, blind spot monitor, tyre pressure monitoring system, hill start assist, ESP and ABS. "
https://www.drivearabia.com/carprices/uae/fiat/fiat-ducato/2021/,"AED 82,500 - 95,000",Turkey,uae,Fiat,Ducato,2021,Commercial Large Van,4-door van,1900,6M,130,320,7.0,14.3,13.0-14.0,150,"The Fiat Ducato is the Italian company's large commercial van offering. It got a facelift in 2015. Only the turbocharged 2.2-litre 4-cylinder diesel engine is offered in the GCC. They all come with a 6-speed manual transmission. Standard options include power windows, power steering, central locking, air-conditioning, AM/FM radio with CD player and 16-inch steel wheels. Safety options include ventilated front and rear brake discs, and ABS with electronic brake force distribution. "
https://www.drivearabia.com/carprices/uae/volvo/volvo-xc40-recharge/2021/,"AED 262,500 - 265,000 (Recharge)",Belgium,uae,Volvo,XC40 Recharge,2021,Premium Sub-Compact SUV,5-door wagon,1755,1A,402,660,-,-,4.9,220,"The Volvo XC40 debuted as a new subcompact crossover model for 2018, slotting in under the XC60. In 2021, the XC40 Recharge made its debut in the GCC, which is the all-electric version. The XC40 P8 gets a 75 kWh battery pack. Power is delivered to all four wheels via a dual-motor setup. The interior features Volvo's latest design ideas such as the vertical a/c vents, aside from the portrait-mode touchscreen. The mid-range Momentum model is generously equipped with a 12.3-inch digital instrument display, a 9-inch touchscreen infotainment system, dual-zone climate control, rear parking assist, and leather seats as standard. Safety features include a full set of airbags, ESP, ABS, Cross Traffic Alert with automatic braking, City Safety for pedestrian detection, and the Pilot Assist system for semi-autonomous steering, acceleration, and braking on “well-marked” roads, a feature that will work up to 128 kph. "
https://www.drivearabia.com/carprices/uae/mercedes-benz/mercedes-benz-s-class/2012/,"AED 345,000 - 440,000 (S 300)",Germany,uae,Mercedes-Benz,S-Class,2012,Luxury Large Sedan,"4-door sedan, 4-door long sedan",1895 - 2210,7A,231,300,9.4,10.6,8.2,245,"This generation of the popular S-Class debuted in 2006, and was facelifted for 2010 with a mildly different grille, a revised bumper and optional LED marker lights. Almost all models offered in the GCC are the long-wheelbase version, which include the S 350 L, the S 500 L and the S 600 L, all with automatic gearboxes. A new entry-level S 300 short=wheelbase model and an S 400 HYBRID model both debuted for 2010, while the S 500 4MATIC all-wheel-drive model is also now offered in the GCC. The new model features new steps in road safety with the second generation of the PRE-SAFE occupant protection system that predicts accidents and prepares the car's occupants for the crash by initiating safety measures such as pre-tensioning seatbelts, raising seat backs to the optimum position and even closing the sunroof. In addition, it also has optional Night View Assist which is an advanced after-dark vision system. Other features include enhanced COMAND system with 8-inch display and a controller on the centre console, Airmatic adaptive suspension and adaptive brake lights. Options include a reversing camera, panoramic sunroof, AMG bodystyling and either 19-inch or 20-inch light-alloy wheels. "
https://www.drivearabia.com/carprices/uae/audi/audi-r8/2012/,"AED 177,700 - 189,500 (4.2 V8 Coupe)",Germany,uae,Audi,R8,2012,Premium Sports Coupe,2-door coupe,1635 - 1700,6M/6AM,420,430,13.6-14.6,7.4,4.6,301,"The R8 is Audi's all-new two-seat, mid-engine sports car that incorporates technology from Audi's Le Mans-winning R8 prototype to build on its racing success for the street. The production version of the Audi R8 sports car debuted at the Mondial de l'Automobile in Paris in the fall of 2006, with the dramatic design remaining very true to the Le Mans quattro concept car first seen in 2003. The Audi R8 goes for the supercar look with its wide lowered stance, mid-engined setup and air-intake overkill. Based on the Lamborghini Gallardo platform, Audi added their own weird ideas of design, such as out-of-place ""blade"" of carbon fibre on each side, the gaping front end and LED headlight elements. The standard Audi R8 is powered by a 4.2-litre aluminium V8 with FSI direct fuel injection and quattro all-wheel drive. In mid-2009, a 5.2-litre V10 engine was introduced. The V8 Coupe came first, followed by the V10 Coupe, and then the V10 Spyder in 2010. The power is delivered through either a 6-speed manual or an R-tronic sequential manual gearbox that uses the same transmission and clutch but operates the clutch and changes gears automatically. The cabin is outfitted to luxury standards, with leather upholstery, power features and decent space. Luggage compartments are in the front and in the back. Safety features include the usual airbags and electronic nannies. "
https://www.drivearabia.com/carprices/uae/chevrolet/chevrolet-trailblazer/2006/,"AED 12,700 - 17,000",United States,uae,Chevrolet,Trailblazer,2006,Midsize SUV,"5-door wagon, 5-door long wagon",2084 - 2247,4A,291,376,13.1-13.5,7.6,8.2-9.6,172*,"The TrailBlazer is powerful and capable midsize off-road vehicle, which is just the right size to not be a pain on the roads. Launched in 2002, it received a minor facelift in 2006. It has a rigid chassis, good off-road suspension, powerful brakes and a spacious enough interior to compete in this class. It is stable at high speeds, wobbly around curves, and comfortable over rough surfaces, while being quite capable off-road, thanks to a proper four-wheel-drive system with low-range gearing. The TrailBlazer also comes in an EXT trim with an extended wheelbase that adds a third row seat, but it was discontinued after 2006. The TrailBlazer comes with an updated-for-2006 Vortec 4.2-litre inline 6-cylinder engine that generates very respectable numbers, similar to the V8 motors of some competitors. And then there is 5.3-litre V8 engine that can be had as an option on higher models. The V8 is equipped with GM's Displacement on Demand technology as standard which deactivates four cylinders under certain driving conditions to aid fuel efficiency, returning the full complement of power once the controller senses vehicle speed or load requires additional power. Both engines use a Hydra-Matic 4-speed auto transmission. "
https://www.drivearabia.com/carprices/uae/mitsubishi/mitsubishi-pajero-swb/2018/,"AED 56,800 - 59,900 (3.5L)",Japan,uae,Mitsubishi,Pajero SWB,2018,Midsize SUV,3-door wagon,1950 - 2155,4A,184,306,13.0,7.7,12.5-12.7,180,"The Pajero is a true off-roader, and a legend in its own right. It received a massive revamp for 2007, with an all-new interior, and can be had in either three-door or five-door body styles. From 2010, powertrain options were either a 3.5-litre V6 mated to a 4-speed automatic, or a 3.8-litre V6 engine mated to a 5-speed auto. A minor frontal facelift and other trim changes marked the changes for 2012. The standard package includes ActiveTrac four-wheel-drive with rear-wheel, full-time all-wheel and 4WD high and low range with locked centre differential. The short-wheelbase three-door Pajero holds five passengers, while the long-wheelbase model holds seven, with a third-row seat that can be folded into a well in the cargo area floor, or removed entirely. Standard features include an RV meter showing external temperature, time, date, compass, pressure, altitude and maintenance intervals. Also standard are a radio cassette player with 6 speakers, automatic a/c, front dual airbags, keyless entry, power windows and mirrors, and 16-inch alloy wheels. Higher models get a 6-disc CD changer, fake wood interior trim, sunroof, front and rear automatic a/c, traction control, ABS with EBD, cruise control, cool box, leather seats and 17-inch wheels. Only the top-level 3.8 models get side airbags as standard. From early 2012, a few hundred 30th Anniversary edition models were offered, signified by LED lights in the bumpers and a few other trim bits. "
https://www.drivearabia.com/carprices/uae/seat/seat-cordoba/2007/,"AED 46,000 - 54,000",Spain,uae,Seat,Cordoba,2007,Sub-Compact Sedan,4-door sedan,1182,4A,75,126,7.5,13.3,15.9,172,"The Cordoba is designed to appeal to sedan customers who like the Ibiza hatchback. Though similar to the Ibiza, it somehow appears a lot more conservative than the Ibiza, and the engine choices here carry forward that notion. It is keeping pace in the market with variations of the original car, by adding new Seat styling features to what is essentially the same car that was launched ages ago. In the Middle East, it is offered with only a VW-derived 1.4-litre four-cylinder engine, with an automatic transmission. Standard equipment includes ABS brakes, driver and passenger airbag, power steering, front power windows, remote central locking, 15-inch steel wheels with hubcaps, CD radio with six speakers, height adjustable front seats, split rear seat, cloth upholstery, height and reach adjustable steering wheel, double headlamps, three-point rear seatbelts and three rear headrests, among others. Stability system with brake assistance is an option, as are rear power windows, alloy wheels and what not. "
https://www.drivearabia.com/carprices/uae/lamborghini/lamborghini-aventador/2022/,"AED 1,500,000 - 2,000,000",Italy,uae,Lamborghini,Aventador,2022,Exotic Sports Coupe,2-door coupe,1575,7AM,700,690,17.2,5.8,2.9,354,"The Lamborghini Aventador LP-700 4 is the Italian supercar maker's latest flagship model, replacing the 10-year old Murcielago. In 2017, an Aventador S model was introduced. The all-wheel drive Aventador gets a 6.5-litre V12 engine, Lamborghini's only second 12-cylinder plant. The transmission is a 7-speed, single clutch semi-automatic, capable of doing gear shifts in 50 milliseconds. The interior gets a LCD screen, through which you can control audio controls and the navigation system. Driving aids include ABS, electronic brake distribution, anti-slip control, speed-dependent servo-tronic steering, hill start assist and ESP stability control. The rear spoiler and the side air intakes are electronically controlled. The Drive Select System enables vehicle characteristics (engine, transmission, differential, stability control, steering) to be set in three modes Strada (road), Sport and Corsa (track). "
https://www.drivearabia.com/carprices/uae/nissan/nissan-murano/2010/,"AED 31,400 - 37,600",Japan,uae,Nissan,Murano,2010,Premium Midsize SUV,5-door wagon,1752,CVT,256,334,10.9,9.2,8.0,208,"The Nissan Murano is a crossover SUV, designed pretty much exclusively for on-road cruising rather than off-road excursions. The Murano is available in three trim levels, all featuring a 3.5-litre V6 engine mated to Nissan's Xtronic CVT transmission with adaptive shift control, as well as all-wheel-drive. Standard features for the Murano include 18-inch alloy wheels, six airbags, ABS, stability control and front seat active head restraints. Additional features include bi-xenon headlights, LED tail lamps, cruise control and an in-dash six-disc CD player with AUX socket for MP3 players. Also available are an intelligent Key with memory for the powered front seats and steering wheel, as well as a Bose audio system with 11 speakers, including a pair of Richbass woofers mounted in the spare-wheel well. The Murano's new interior is makes abundant use of soft-touch materials and upholstery trimmed in cloth or leather and aluminium detailing. Depending on trim level, the Murano can also be had with ambient mood lighting, auto climate-control, split 60/40 rear seats with powered raising function, power-operated tailgate, parking cameras for the front and rear, twin ""˜top loader' sunroof, navigation system, Bluetooth, and a DVD entertainment system. "
